Date/Time,EMS:ashp supply fan Cooling [J](Hourly),EMS:ashp supply fan Heating [J](Hourly),ASHP CLG COIL:Cooling Coil Total Cooling Energy [J](Hourly),ASHP CLG COIL:Cooling Coil Electric Energy [J](Hourly),ASHP HTG COIL:Heating Coil Heating Energy [J](Hourly),ASHP HTG COIL:Heating Coil Electric Energy [J](Hourly),ASHP HTG COIL:Heating Coil Defrost Electric Energy [J](Hourly),ASHP HTG COIL:Heating Coil Crankcase Heater Electric Energy [J](Hourly),ASHP SUPP HTG COIL:Heating Coil Heating Energy [J](Hourly),ASHP SUPP HTG COIL:Heating Coil Electric Energy [J](Hourly),WATER USE CONNECTIONS 1:Water Use Connections Plant Hot Water Energy [J](Hourly),WATER HEATER:Water Heater Tank Temperature [C](Hourly),WATER HEATER:Water Heater Use Side Mass Flow Rate [kg/s](Hourly),WATER HEATER:Water Heater Use Side Outlet Temperature [C](Hourly),WATER HEATER:Water Heater Source Side Mass Flow Rate [kg/s](Hourly),WATER HEATER:Water Heater Source Side Inlet Temperature [C](Hourly),WATER HEATER:Water Heater Source Side Outlet Temperature [C](Hourly),WATER HEATER:Water Heater Source Side Heat Transfer Rate [W](Hourly),WATER HEATER:Water Heater Source Side Heat Transfer Energy [J](Hourly),WATER HEATER:Water Heater Heating Energy [J](Hourly),WATER HEATER:Water Heater Electric Energy [J](Hourly),WATER HEATER:Water Heater Off Cycle Parasitic Electric Energy [J](Hourly),WATER HEATER:Water Heater On Cycle Parasitic Electric Energy [J](Hourly),DESUPERHEATER:Water Heater Heating Energy [J](Hourly),WH SETPOINT TEMP:Schedule Value [](Hourly) 
 01/03  02:00:00,0.0,5432.131493660275,0.0,0.0,121107.17892451765,42507.21311559261,0.0,179508.51324028133,0.0,0.0,0.0,52.251713933484328,0.0,52.251713933484328,0.0,52.39615460996656,52.251713933484328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6666666666667 
 01/03  03:00:00,0.0,41052.63892399831,0.0,0.0,892025.1311875876,317626.8617540398,0.0,176285.6516808907,0.0,0.0,315843.6568372272,51.82535700038686,0.000502403750048734,51.82535700038686,0.0,52.251713933484328,51.82535700038686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6666666666667 
 01/03  04:00:00,0.0,61789.88612746575,0.0,0.0,1344199.2356753636,478022.3987613947,0.0,174409.39326457427,0.0,0.0,0.0,51.40254853915242,0.0,51.40254853915242,0.0,51.82535700038686,51.40254853915242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6666666666667 
 01/03  05:00:00,0.0,87124.54220821819,0.0,0.0,1874125.9525520618,670540.6265784476,0.0,172117.17187040353,0.0,0.0,0.0,51.26136795974317,0.0,51.26136795974317,0.0,51.40254853915242,51.26136795974317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6666666666667 
 01/03  06:00:00,0.0,112695.50093658289,0.0,0.0,2390805.3472437264,862032.2827815772,0.0,169803.5703563437,0.0,0.0,0.0,51.12082942121203,0.0,51.12082942121203,0.0,51.26136795974317,51.12082942121203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6666666666667 
 01/03  07:00:00,0.0,122670.16649497523,0.0,0.0,2644305.148606212,943609.0694920089,0.0,168901.0855655588,0.0,0.0,0.0,50.9809299501844,0.0,50.9809299501844,0.0,51.12082942121203,50.9809299501844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6666666666667 
 01/03  08:00:00,0.0,121288.17768277144,0.0,0.0,2614512.0766156006,932684.6874434082,0.0,169026.12473371413,0.0,0.0,0.0,50.84166657442143,0.0,50.84166657442143,0.0,50.9809299501844,50.84166657442143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6666666666667 
 01/03  09:00:00,0.0,109126.25888236868,0.0,0.0,2484661.7178981795,858120.3240388844,0.0,170126.50716557314,0.0,0.0,13100187.97206614,51.68888625363675,0.02087182988904388,51.68888625363675,0.0,50.84166657442143,51.68888625363675,0.0,0.0,13469363.306265438,16836704.132831798,0.0,0.0,0.0,52.6666666666667 
 01/03  10:00:00,0.0,57742.01651833271,0.0,0.0,1366988.15085696,462543.02941591999,0.0,0.0,0.0,0.0,9490586.678434648,51.61370466855177,0.015148137599843707,51.61370466855177,0.0,51.68888625363675,51.61370466855177,0.0,0.0,9776620.568106696,12220775.71013337,0.0,0.0,0.0,52.6666666666667 
 01/03  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573390.0939929173,52.09885651716503,0.0009089610492943547,52.09885651716503,0.0,51.61370466855177,52.09885651716503,0.0,0.0,597466.6733947344,746833.3417434179,0.0,0.0,0.0,52.6666666666667 
